7.007075047203959457e+02,6.898390103947886018e+02,6.748933939534628053e+02,6.602223473705320202e+02,6.458445823561233965e+02,6.290202669443342529e+02,6.116546926995121112e+02,5.944624898190098747e+02,5.774591434276253494e+02,5.606618362974119236e+02,5.440896514899670819e+02,5.277637964681076710e+02,5.117078489648711752e+02,4.959480238371247083e+02,4.802837952786525193e+02,4.649041912679819575e+02,4.498983351110278477e+02,4.353048800997775629e+02,4.211666976003177183e+02,4.075311736815993413e+02,3.944504401099268307e+02,3.815313694651945298e+02,3.691564317613591584e+02,3.574856335035576649e+02,3.465901138780066049e+02,3.365451793450143896e+02,3.274291225114755548e+02,3.190926915051882133e+02,3.109759937501258946e+02,3.039756790133055233e+02,2.978493177036994553e+02,2.925674903743482673e+02,2.877945479200263321e+02,2.837775326528503683e+02,2.804659440498398908e+02,2.778294303804162269e+02,2.756266196370894477e+02,2.740196143017653299e+02,2.730702234006409981e+02,2.728076635797945642e+02,2.731808335097090890e+02,2.740324430137318927e+02,2.756985571743460923e+02,2.782649492305408785e+02,2.813105885606080960e+02,2.853454910469853303e+02,2.902110864152106160e+02,2.958884593958478035e+02,3.024712216130133697e+02,3.099734332271139010e+02,3.181375636071917370e+02,3.273357775665600684e+02,3.372400888116073929e+02,3.477302100969042726e+02,3.590417000186497489e+02,3.710994577150385112e+02,3.838331597274757883e+02,3.971756625793834701e+02,4.105142142941939483e+02,4.243872702563721759e+02,4.387441304446128356e+02,4.535160355510788577e+02,4.683990171257901238e+02,4.836607342060274846e+02,4.992664561202659570e+02,5.150456797087720133e+02,5.308990890283281487e+02,5.470327733339341876e+02,5.634226560031025883e+02,5.800470199213459637e+02,5.931786955411473627e+02,6.021551142893982842e+02,6.116615243022304185e+02,6.216736127458252668e+02,6.321673536991872879e+02,6.431191703001001088e+02,6.545060680832635853e+02,6.663057413335162664e+02,6.782195272456673365e+02,6.904886718732385589e+02,7.031192691564283450e+02,7.160921931977331951e+02,7.293891783432751481e+02,7.429928260997443203e+02,7.568866015546586823e+02,7.710548212780366839e+02,7.854826344643897755e+02,8.000641575735726292e+02
6.835792559872023730e+02,6.729012100332686259e+02,6.613466380374752589e+02,6.463681848674970070e+02,6.316751593977737684e+02,6.172879436837979483e+02,6.015333469783017790e+02,5.840432828373252505e+02,5.667274183889026062e+02,5.496022189783892600e+02,5.326860738596957390e+02,5.159995438835325103e+02,4.995656384478808150e+02,4.834101227462376755e+02,4.675618550043353139e+02,4.518861110452418188e+02,4.364328839956161801e+02,4.213733367641313521e+02,4.067511984796279876e+02,3.926153433315592451e+02,3.790201841590645699e+02,3.660259744969652047e+02,3.531224046082686527e+02,3.409031236098999784e+02,3.294596615118705927e+02,3.188755545129081383e+02,3.092390528283606272e+02,3.006412914892384833e+02,2.922964027439988968e+02,2.848373778137339514e+02,2.785387837373039588e+02,2.728834447401337684e+02,2.679923294218273213e+02,2.638801890874794935e+02,2.604913109477965918e+02,2.577013615861941958e+02,2.554154557448698597e+02,2.537822872085870642e+02,2.528146783992096971e+02,2.525410609686551027e+02,2.529441321010768036e+02,2.538226463326884357e+02,2.555258887833784911e+02,2.581424757222928861e+02,2.614226521135358894e+02,2.655553006559597975e+02,2.707767403672790465e+02,2.765977314629392936e+02,2.836285679385358662e+02,2.913147009962130483e+02,2.999870582005646042e+02,3.097155965636573001e+02,3.198436343610572976e+02,3.308857385165852634e+02,3.427535780876852414e+02,3.553644333019618671e+02,3.686420587046556534e+02,3.819796022625645833e+02,3.958305568508754959e+02,4.102005177409578209e+02,4.249795380863288301e+02,4.399082071394433342e+02,4.552362852970731524e+02,4.709247732062791556e+02,4.866860546681798496e+02,5.026289730278664365e+02,5.188619036617407119e+02,5.353584663025252439e+02,5.520950295356473134e+02,5.662162574119937517e+02,5.749709546095147061e+02,5.842271950753043939e+02,5.940205839130554750e+02,6.043250074133336511e+02,6.151147835028132249e+02,6.263648305964891279e+02,6.380508028037368149e+02,6.499429558538153060e+02,6.621249903802590779e+02,6.746868768058191108e+02,6.876077969364451974e+02,7.008678940481304380e+02,7.144482831059219734e+02,7.283310479338407504e+02,7.424992278525832035e+02,7.569367960172281755e+02,7.715186454080850353e+02,7.862136917674670258e+02
6.666273014017729110e+02,6.556732404349213539e+02,6.451604911155974378e+02,6.328600797680398955e+02,6.178459008161419206e+02,6.031288880268285766e+02,5.887313273603811012e+02,5.741508759608774426e+02,5.565273029178291608e+02,5.390781680287307154e+02,5.218209706626404341e+02,5.047753970106473389e+02,4.879636249323117454e+02,4.714106690697354907e+02,4.551447686114145768e+02,4.391978184164503887e+02,4.235098348839692903e+02,4.079735370663812546e+02,3.928529692840944563e+02,3.781979981835891067e+02,3.640648541272381067e+02,3.505166643929628094e+02,3.375443109808431927e+02,3.247393861640333057e+02,3.127049692645173877e+02,3.015333290121027972e+02,2.913237392204556500e+02,2.821806431836238858e+02,2.738431542670828662e+02,2.658669176141836488e+02,2.592095377301105827e+02,2.532918871898556574e+02,2.482656705205972685e+02,2.440442338200351173e+02,2.405415927495722599e+02,2.375422842034060977e+02,2.352144645378128587e+02,2.335506739301237076e+02,2.325616994128124304e+02,2.322750984417857296e+02,2.327132738915730101e+02,2.336233281850155947e+02,2.353699916359655901e+02,2.380450824685386237e+02,2.415982751459405335e+02,2.458433522911873865e+02,2.513061076383704346e+02,2.574575642914768423e+02,2.648546586236203666e+02,2.728859623360675641e+02,2.821253772906605946e+02,2.920866162768685967e+02,3.028048729703309050e+02,3.144458818413028212e+02,3.269110826282881703e+02,3.401098662334173355e+02,3.534485853575922647e+02,3.672738676486819145e+02,3.816588883411843653e+02,3.964459744047097729e+02,4.114265568876189150e+02,4.268295147116364205e+02,4.426107537909689995e+02,4.583509233871079687e+02,4.743932080695453806e+02,4.907356565209869359e+02,5.073492634522315257e+02,5.242082482142268418e+02,5.392184512727632182e+02,5.479264596310379147e+02,5.569057372293050321e+02,5.664572507964717261e+02,5.765525610269601202e+02,5.871636195299100791e+02,5.982629843121267186e+02,6.098239930689080666e+02,6.216920090609022509e+02,6.337786595700235921e+02,6.462654612064917501e+02,6.591296725200375022e+02,6.723496306760143852e+02,6.859047662539186376e+02,6.997756016719795298e+02,7.139437364714309524e+02,7.283918223209701637e+02,7.429740060932623464e+02,7.576886569130525686e+02,7.726467819935630814e+02
6.498654371837779991e+02,6.386239313510595821e+02,6.278257614723781899e+02,6.174941859388870853e+02,6.043801577021506546e+02,5.893269664975847490e+02,5.745836698726154737e+02,5.601747368037842989e+02,5.461266333442856649e+02,5.291216411167804381e+02,5.115286553813020305e+02,4.941281628081516715e+02,4.769412323441792978e+02,4.599918029331373077e+02,4.433071172982008079e+02,4.269182164708738583e+02,4.108604978432116468e+02,3.951595787410821004e+02,3.795288410644244550e+02,3.643383201839322965e+02,3.496453971312401450e+02,3.355154508238695144e+02,3.220225979242680978e+02,3.090601331117604218e+02,2.963897683044890528e+02,2.845783643532778910e+02,2.737371330058346075e+02,2.639856290414113005e+02,2.554486807959554540e+02,2.471029576455732979e+02,2.399254847776294071e+02,2.338160677387571127e+02,2.286341300042621469e+02,2.242569892028958805e+02,2.204696337914241440e+02,2.174038857045215991e+02,2.150265130999431449e+02,2.133264001460383952e+02,2.123120207786510605e+02,2.120099595556021939e+02,2.124646147209863614e+02,2.134374635972268379e+02,2.152355774507389867e+02,2.179797066621837303e+02,2.217856040123820378e+02,2.262300990998326427e+02,2.318504255127935494e+02,2.385042085268416372e+02,2.461143054189712700e+02,2.547371381980057379e+02,2.644999469080851213e+02,2.748221238820098051e+02,2.861876997034049737e+02,2.984775049713171029e+02,3.115821951141424506e+02,3.249221106318059356e+02,3.387172087714133113e+02,3.531197231594909454e+02,3.679160270915883757e+02,3.829561100905572175e+02,3.984442035547666023e+02,4.142389508842879309e+02,4.300451274816152818e+02,4.461983154803595539e+02,4.626621700876471550e+02,4.794046853638166112e+02,4.963976660835723465e+02,5.123897108333437700e+02,5.209599817065225125e+02,5.297146159884603094e+02,5.389973741929679818e+02,5.488606254851002859e+02,5.592736582879128946e+02,5.702063532857763448e+02,5.816294074632493221e+02,5.934703462986969953e+02,6.054521164437545622e+02,6.178565371527736261e+02,6.306586695863940122e+02,6.438347896567975113e+02,6.573624092129196015e+02,6.712202764710580141e+02,6.853883598890645317e+02,6.998478191884496482e+02,7.144303442517986014e+02,7.291661141648789908e+02,7.441538477564594132e+02,7.593786262735125092e+02
6.333087569515955693e+02,6.217679799409062298e+02,6.106718283610958906e+02,6.000449690263565117e+02,5.899127643810286372e+02,5.759078563656441929e+02,5.608118929433549056e+02,5.460396701116276290e+02,5.316181761663063980e+02,5.175767295300606747e+02,5.018443711378708940e+02,4.840959087275180650e+02,4.665395446010409728e+02,4.491978031249045671e+02,4.320965260376470383e+02,4.152654224965451704e+02,3.987387067423151166e+02,3.825558301917544668e+02,3.667623099484728755e+02,3.511023568597691451e+02,3.358308460714973762e+02,3.210935551822545335e+02,3.069674364031630489e+02,2.935407376671065549e+02,2.805907329583682213e+02,2.680841474696193245e+02,2.565468429990507389e+02,2.461151702088175455e+02,2.369352088376051313e+02,2.285963542718311317e+02,2.208181599302081963e+02,2.144875163339143853e+02,2.090350134698609281e+02,2.043298489300364054e+02,2.004375930792622569e+02,1.972924985090342318e+02,1.948556544154920687e+02,1.931117718291147582e+02,1.920666863725020050e+02,1.917459054557738511e+02,1.921943589618874739e+02,1.932692680563860677e+02,1.951292964986325842e+02,1.979560846735195412e+02,2.018705667841352636e+02,2.067436318857995445e+02,2.125470479640644044e+02,2.197859988097285964e+02,2.276362892483325311e+02,2.369325609286273675e+02,2.469708444229553095e+02,2.579953020030141602e+02,2.700699456476674527e+02,2.830604123760692232e+02,2.964014895426475391e+02,3.101605885951681785e+02,3.245836721989737725e+02,3.393906081487010624e+02,3.544995660625118603e+02,3.700852896338111009e+02,3.858592521839753999e+02,4.017748671968806775e+02,4.180525650585514086e+02,4.346516676821407259e+02,4.515367306339170455e+02,4.686768479775117271e+02,4.857580497349335928e+02,4.939714038567418015e+02,5.026749826321344585e+02,5.116576114292255397e+02,5.212620323105958278e+02,5.314545353551457083e+02,5.422019566512126403e+02,5.534719706264463639e+02,5.652333186991977527e+02,5.771482745582767393e+02,5.894619107253007542e+02,6.021957982185838318e+02,6.153238467784105978e+02,6.288213699152671552e+02,6.426650884682584319e+02,6.568331130778838087e+02,6.713049104253017276e+02,6.858877819182555413e+02,7.006463678757219213e+02,7.156660101444022075e+02,7.309306158319283213e+02,7.464251563758721204e+02
6.169737794515639280e+02,6.051215446329497354e+02,5.937143630173145539e+02,5.827783693249201633e+02,5.723405738533997464e+02,5.624287146212697053e+02,5.474443648105209377e+02,5.323013006105667273e+02,5.174970903555649784e+02,5.030616505430714369e+02,4.890276390896853513e+02,4.747176256754570431e+02,4.568009653632186655e+02,4.390747562915252615e+02,4.215630238695334242e+02,4.042936388337762992e+02,3.872990208285528411e+02,3.706169700565858989e+02,3.542916415595511808e+02,3.383746708751518781e+02,3.226988973095390634e+02,3.073325435603496771e+02,2.925426945996509289e+02,2.784212380940860498e+02,2.650750182607397960e+02,2.521411162517882190e+02,2.398381017123108450e+02,2.286453791072550530e+02,2.187334578136246819e+02,2.102835313879280079e+02,2.019377353983278738e+02,1.951728397402267490e+02,1.893471565677199067e+02,1.844774914043846081e+02,1.804587646204825546e+02,1.772173189338711836e+02,1.747078089070974727e+02,1.729101719169581770e+02,1.718272317613576377e+02,1.714833207078770556e+02,1.719241066245920422e+02,1.731249167420578203e+02,1.750608426153862638e+02,1.779883089297360925e+02,1.820339667040699396e+02,1.873478776260614325e+02,1.934415754166428485e+02,2.009391458320637582e+02,2.094900397329140844e+02,2.193011303082695633e+02,2.298928919937605713e+02,2.416975789078032051e+02,2.545464973956650567e+02,2.678885917098768346e+02,2.816040188936113964e+02,2.960516359887822091e+02,3.108709641439037341e+02,3.260605648661848477e+02,3.417593442757923867e+02,3.575077706872482963e+02,3.735482106649580487e+02,3.899665974235310273e+02,4.067171625921993723e+02,4.237605165820446018e+02,4.409560811360350954e+02,4.581665129309914732e+02,4.671693297470077368e+02,4.757037393191087062e+02,4.844582983286946956e+02,4.937724334030588693e+02,5.037179875524503814e+02,5.142583278906347459e+02,5.253576557467506518e+02,5.369813096602522364e+02,5.488706458579273431e+02,5.610837525975564404e+02,5.737422686183077758e+02,5.868173702230340041e+02,6.002818363215241106e+02,6.141100568020957553e+02,6.282780137321968823e+02,6.427632418231024758e+02,6.573464623174552344e+02,6.721297740229204010e+02,6.871839030134502764e+02,7.024914389651771671e+02,7.180361752055390525e+02,7.337235822977935413e+02
6.008785860251457507e+02,5.887023988330594193e+02,5.769706885673543866e+02,5.657111085756089324e+02,5.549523971402145435e+02,5.447242326566397423e+02,5.344723167815827765e+02,5.189911325267959228e+02,5.037959502975595569e+02,4.889561792807865572e+02,4.745051662557288523e+02,4.604795133073324109e+02,4.469192694145189080e+02,4.296700880982334638e+02,4.117585774308851114e+02,3.940597535848305597e+02,3.766036039772285449e+02,3.594254880887076524e+02,3.425672346749509529e+02,3.260784581718774007e+02,3.100181177294696795e+02,2.943251283812317070e+02,2.788462246991680900e+02,2.639931337879795024e+02,2.498774783194472491e+02,2.366312648008337192e+02,2.237188305145758989e+02,2.116754815299711652e+02,2.009281604478314591e+02,1.916949755909697330e+02,1.833543179592637387e+02,1.758760765674681750e+02,1.697964141490507188e+02,1.647269565663061144e+02,1.605530144561388965e+02,1.571922199281541168e+02,1.545919747018185717e+02,1.527267704084113404e+02,1.515960119827997801e+02,1.512227959555247310e+02,1.516538590811883864e+02,1.529606358061108722e+02,1.550449050953510550e+02,1.580975410489496369e+02,1.623045657027198274e+02,1.678224969009927463e+02,1.745989871527517039e+02,1.823899794559076213e+02,1.917697604563997231e+02,2.019180459057870394e+02,2.133744438708201301e+02,2.260434275926213559e+02,2.393861768628886750e+02,2.530475167550433184e+02,2.675248990741352486e+02,2.823588449748010021e+02,2.976441350383546478e+02,3.134632726645903631e+02,3.291917970531523565e+02,3.453758489101994087e+02,3.619543294390421693e+02,3.788754650472382650e+02,3.960953436430732495e+02,4.132268056914187468e+02,4.306059209957053326e+02,4.405877971799320107e+02,4.487262530139174714e+02,4.574244897741451155e+02,4.664111010562591559e+02,4.760784476929780453e+02,4.863859407434264881e+02,4.972937765283706995e+02,5.087633426463612523e+02,5.206235016621214982e+02,5.327246945670136711e+02,5.452995431375086355e+02,5.583160441150711222e+02,5.717440339107151885e+02,5.855552043441854266e+02,5.997230829161846941e+02,6.142229862649998040e+02,6.288065546710936360e+02,6.436167516296408166e+02,6.587082697105898887e+02,6.740622137590983129e+02,6.896610568071698708e+02,7.053494254778159984e+02,7.211776066439160786e+02
5.850429671999054335e+02,5.725300976527694274e+02,5.604599662708998267e+02,5.488617828673586700e+02,5.377660842951715949e+02,5.272045978269311490e+02,5.172100505089006219e+02,5.060363868882367342e+02,4.905499447147315095e+02,4.752967851566741615e+02,4.604172472082055947e+02,4.459487312451541925e+02,4.319325434572073732e+02,4.184141430706310985e+02,4.026894317243759360e+02,3.846226723723895020e+02,3.667175823930157321e+02,3.490532798805173798e+02,3.316682393301836669e+02,3.146087595590590809e+02,2.979307705291019488e+02,2.817020381372979045e+02,2.659905517269230018e+02,2.503759798107877543e+02,2.354453455694118702e+02,2.213371005056681042e+02,2.082184794778824823e+02,1.953358064678608628e+02,1.836346739274854940e+02,1.734835193161785867e+02,1.651681887182520256e+02,1.568251222187544158e+02,1.504362540384826730e+02,1.451198240007210245e+02,1.407513512802459843e+02,1.372391255999270925e+02,1.345225130041666262e+02,1.325698795355671677e+02,1.313768314318269859e+02,1.309652872553317593e+02,1.313836185505234084e+02,1.327077533480493514e+02,1.350427751835303525e+02,1.383170075205543696e+02,1.427268257039936827e+02,1.484968733503752674e+02,1.558111741951879026e+02,1.642480946549854650e+02,1.741322551255123301e+02,1.851231387050199544e+02,1.975558972006867293e+02,2.108984952940340918e+02,2.244911079626155015e+02,2.390053589716063414e+02,2.538567861270906292e+02,2.692574229694203609e+02,2.850523948685750497e+02,3.009213550613012558e+02,3.172722456651673042e+02,3.340343030779553715e+02,3.511486511749704391e+02,3.683135720139251816e+02,3.856183475050762581e+02,4.031840204686976676e+02,4.142692613880371368e+02,4.219566828777172418e+02,4.304475407586989490e+02,4.392020081099062168e+02,4.485538487976099304e+02,4.585977850365097197e+02,4.692893813368305018e+02,4.805854141112548064e+02,4.924120882156409493e+02,5.043879583352564850e+02,5.168694053938552315e+02,5.298206996490936262e+02,5.432082355294160152e+02,5.570005586560720303e+02,5.711683459062136308e+02,5.856843503229126782e+02,6.002682603744070775e+02,6.151077973558845997e+02,6.302399877419455834e+02,6.456442547996506391e+02,6.613015856539989272e+02,6.769906338815860636e+02,6.928826919762715306e+02,7.089892475510799841e+02
5.694885771551702192e+02,5.566261570914901995e+02,5.442033993209973914e+02,5.322510899307640102e+02,5.208016200611439217e+02,5.098888643714499267e+02,4.995479980818361128e+02,4.898152433224206561e+02,4.776148886325237299e+02,4.621230251971159646e+02,4.468049887410015231e+02,4.318806864589192855e+02,4.173923556253479319e+02,4.033869749491115044e+02,3.899165890399920613e+02,3.756517275474406006e+02,3.576424371688030419e+02,3.395754269916293993e+02,3.216785653437055430e+02,3.040591225608770856e+02,2.867682382155754226e+02,2.698690732779661516e+02,2.534399984225460685e+02,2.375785569339133474e+02,2.219279951763032557e+02,2.069000636851756383e+02,1.928016065512807700e+02,1.797982558580966383e+02,1.670120624075336480e+02,1.557814719261918412e+02,1.464647630907604139e+02,1.381217264688947068e+02,1.311503775941037873e+02,1.255111251370484808e+02,1.209676723735434791e+02,1.173808955695031813e+02,1.145238057408337369e+02,1.124537559818504491e+02,1.111762588806790149e+02,1.107124501977823314e+02,1.111133888705654584e+02,1.124611364197574517e+02,1.148698434169990463e+02,1.184858955786432659e+02,1.233729679337716760e+02,1.294604960489903647e+02,1.371503616823864604e+02,1.466430251573860346e+02,1.569824487334256844e+02,1.690917603529047426e+02,1.824324491450834955e+02,1.959348333303697416e+02,2.104959409328235154e+02,2.253686045783116469e+02,2.409109338844226045e+02,2.566739212903269731e+02,2.727106051408782719e+02,2.892574428911445352e+02,3.062317491792976512e+02,3.234378406039011224e+02,3.406467608618435179e+02,3.581586470583756068e+02,3.759311626688788124e+02,3.882403194603419934e+02,3.954372565223853826e+02,4.034836367687387337e+02,4.121753051876888208e+02,4.211667267532785104e+02,4.309101566074368748e+02,4.413557932515324183e+02,4.524550046488620296e+02,4.641609075016797874e+02,4.760775297839912810e+02,4.884540533744677759e+02,5.013323568018887499e+02,5.146747745139583685e+02,5.284461532562427237e+02,5.426138332990740309e+02,5.571475828804958610e+02,5.717318210210366942e+02,5.866035043342762947e+02,6.017801004123886059e+02,6.172391181975622203e+02,6.329250756758422085e+02,6.486492228041488488e+02,6.646101856693521768e+02,6.807913082379532170e+02,6.971772613009590032e+02
5.542390939513655894e+02,5.410142442785131607e+02,5.282244537943498699e+02,5.159020803275526532e+02,5.040814033587457743e+02,4.927985265438779834e+02,4.820912114334594776e+02,4.719986296005662894e+02,4.625610212438065219e+02,4.492105612867347872e+02,4.337131795490779496e+02,4.183220666985565117e+02,4.033470003423864796e+02,3.888360524814016799e+02,3.748431279339482103e+02,3.614283984901599069e+02,3.483035976375796849e+02,3.306112009843495798e+02,3.125957490477373995e+02,2.945284301172821415e+02,2.766424923689874618e+02,2.590836985353739692e+02,2.419232914278416899e+02,2.252523403866449883e+02,2.091878978093862429e+02,1.935120884060292497e+02,1.783584915138273459e+02,1.642735415603553975e+02,1.512816321449552106e+02,1.387838975901546235e+02,1.282381770848923281e+02,1.199286095984969904e+02,1.118288049679354259e+02,1.058150378336746513e+02,1.010025063312525191e+02,9.723930536711930017e+01,9.441259675138444152e+01,9.240502812312742265e+01,9.100668631480034776e+01,9.046742234296792162e+01,9.084317730481026842e+01,9.222491162706266721e+01,9.473847390412124980e+01,9.854246600315040894e+01,1.038233710226611777e+02,1.107880695786062262e+02,1.190171799732932527e+02,1.290247707853631312e+02,1.406652190815070185e+02,1.540000364428122452e+02,1.673787615250069507e+02,1.820014017000183628e+02,1.969003238593162166e+02,2.126207559141963088e+02,2.283399340026273876e+02,2.445802034511513625e+02,2.613599973330992725e+02,2.785818413277817172e+02,2.956984552815937377e+02,3.131397987819553350e+02,3.308847420664102970e+02,3.488869635130768074e+02,3.622587399310362457e+02,3.692218777459748367e+02,3.767545546832467380e+02,3.851914014730186295e+02,3.939457547893119909e+02,4.033437581443738509e+02,4.135073621804116328e+02,4.243815638628117881e+02,4.359131871620290326e+02,4.477983985638783793e+02,4.600562268062738553e+02,4.728522810730069068e+02,4.861440624285509671e+02,4.998920293213250261e+02,5.140595824895387977e+02,5.286129865464089335e+02,5.431975289548666979e+02,5.581045867631146393e+02,5.733298578438502773e+02,5.888486595470355951e+02,6.045360689534597896e+02,6.203275744838281298e+02,6.363630744238269017e+02,6.526245836169287031e+02,6.690956236727771511e+02,6.857610968266021700e+02
